price,crime_rate,resid_area,air_qual,room_num,age,teachers,poor_prop,n_hos_beds,n_hot_rooms,rainfall,avg_dist,airport_YES,waterbody_Lake,waterbody_Lake and River,waterbody_River
31.6,0.3452762246773022,36.2,0.504,7.163,79.9,22.6,6.36,6.332,10.2528,34,3.2175,0,0,0,1
46.7,0.2609709866142153,36.2,0.504,7.686,17.0,22.6,3.92,10.134,14.3736,43,3.3774999999999995,1,1,0,0
31.5,0.3658784613426783,36.2,0.504,6.552,21.4,22.6,3.76,7.33,15.252,47,3.3725,1,0,0,0
24.3,0.4298324645564587,36.2,0.504,5.981,68.1,22.6,11.65,8.286,10.1944,59,3.675,0,0,0,0
31.7,0.3804617805842404,36.2,0.504,7.412,76.9,22.6,5.25,6.734,10.2536,26,3.6725,1,0,0,0
41.7,0.4544393823124306,36.2,0.507,8.337,73.3,22.6,2.47,6.634,11.3336,28,3.84,1,0,0,1
48.3,0.2862835950379258,36.2,0.507,8.247,70.4,22.6,3.95,9.066,11.3864,23,3.65,1,0,0,0
29.0,0.3701211373357089,36.2,0.507,6.726,66.5,22.6,8.05,9.88,13.232,32,3.6525,1,0,0,1
24.0,0.2855172308722697,36.2,0.507,6.086,61.5,22.6,10.88,9.18,14.192,57,3.65,1,0,0,0
25.1,0.4190918410228212,36.2,0.507,6.631,76.5,22.6,9.54,9.402,15.2008,36,4.1475,1,0,1,0
31.5,0.4133208375737469,36.2,0.507,7.358,71.6,22.6,4.73,10.53,12.252,34,4.1475,1,0,0,1
23.7,0.0792177521066289,34.93,0.428,6.481,18.5,23.4,6.36,7.374,12.1896,48,6.19,1,0,1,0
23.3,0.0884869544561993,34.93,0.428,6.606,42.2,23.4,7.37,5.566,15.1864,51,6.19,0,0,1,0
27.0,0.107319595407324,34.93,0.428,6.897,54.3,23.4,11.38,10.24,11.216,24,6.335000000000001,1,0,0,0
20.1,0.1008583963103827,34.93,0.428,6.095,65.1,23.4,12.4,8.302,13.1608,41,6.335,0,0,0,0
22.2,0.0979430743299641,34.93,0.428,6.358,52.9,23.4,11.22,6.044,10.1776,42,7.035,1,0,0,1
23.7,0.1200648747247548,34.93,0.428,6.393,7.8,23.4,5.19,7.374,15.1896,26,7.0375,1,0,0,1
17.6,0.1873754310966336,35.86,0.431,5.593,76.5,20.9,12.5,6.252,12.1408,42,7.955,0,0,0,0
18.5,0.1750703300797617,35.86,0.431,5.605,70.2,20.9,18.46,9.27,10.148,59,7.955,1,0,0,0
24.3,0.2925427402430482,35.86,0.431,6.108,34.9,20.9,9.16,7.086,11.1944,25,8.055,1,0,0,0
20.5,0.1794591306249126,35.86,0.431,6.226,79.2,20.9,10.15,9.81,12.164,31,8.055,0,0,0,1
24.5,0.1521973447384029,35.86,0.431,6.433,49.1,20.9,9.52,8.39,15.196,43,7.8275,1,0,0,1
26.2,0.1745665644208875,35.86,0.431,6.718,17.5,20.9,6.56,9.324,11.2096,39,7.824999999999999,1,0,0,0
24.4,0.1312913856811757,35.86,0.431,6.487,13.0,20.9,5.9,6.188,14.1952,38,7.3975,1,0,0,1
24.8,0.1939948249800461,35.86,0.431,6.438,8.9,20.9,3.59,10.296,12.1984,50,7.3975,0,1,0,0
29.6,0.0790052466199537,35.86,0.431,6.957,6.8,20.9,3.53,8.992,12.2368,57,8.905000000000001,0,0,1,0
42.8,0.3140367177344588,35.86,0.431,8.259,8.4,20.9,3.54,10.856,13.3424,53,8.9075,0,0,0,1
21.9,0.0470648671763303,33.64,0.392,6.108,32.0,23.6,6.57,6.538,12.1752,56,9.2175,0,0,0,1
20.9,0.0348650873260793,33.64,0.392,5.876,19.1,23.6,9.25,7.818,15.1672,31,9.22,0,0,0,0
44.0,0.0152629266659123,33.75,0.394,7.454,34.2,24.1,3.11,6.68,13.352,38,6.335,0,0,0,1
50.0,0.4771902435600922,33.97,0.647,8.704,86.9,27.0,5.12,8.6,11.4,54,1.8025,1,0,0,1
36.0,0.508929827880027,33.97,0.647,7.333,100.0,27.0,7.79,8.02,15.288,58,1.8925000000000003,1,0,0,1
30.1,0.5047974910276488,33.97,0.647,6.842,100.0,27.0,6.9,7.302,11.2408,40,2.0125,1,0,0,1
33.8,0.4318538424460673,33.97,0.647,7.203,81.8,27.0,9.59,7.9990000000000006,11.2704,21,2.1125,1,1,0,0
43.1,0.4279569267433913,33.97,0.647,7.52,89.4,27.0,7.26,6.662,11.3448,24,2.1375,1,0,1,0
48.8,0.4188024358799136,33.97,0.647,8.398,91.5,27.0,5.91,10.076,15.3904,24,2.2875,1,0,0,1
31.0,0.6017224426405978,33.97,0.647,7.327,94.5,27.0,11.25,5.72,11.248,60,2.08,1,0,0,0
36.5,0.4383000912017373,33.97,0.647,7.206,91.6,27.0,8.1,8.53,14.292,36,1.93,1,0,0,1
22.8,0.5662338402369981,33.97,0.647,5.56,62.8,27.0,10.45,7.456,13.1824,59,1.9850000000000003,0,0,0,0
30.7,0.5798104952209419,33.97,0.647,7.014,84.6,27.0,14.79,6.114,10.2456,41,2.1325,0,0,0,1
50.0,0.4563736618258476,33.97,0.575,8.297,67.0,27.0,7.44,8.0,15.4,42,2.42,1,0,0,0
43.5,0.4321070390545855,33.97,0.575,7.47,52.6,27.0,3.16,9.07,15.348,43,2.87,0,1,0,0
20.7,0.0867738487820383,36.96,0.464,5.92,61.5,21.4,13.65,10.414,14.1656,29,3.9175,0,0,1,0
21.1,0.261717901773971,36.96,0.464,5.856,42.1,21.4,13.0,6.222,15.1688,27,4.43,1,0,0,0
25.2,0.1502373183211033,36.96,0.464,6.24,16.3,21.4,6.59,6.604,10.2016,25,4.43,0,0,0,1
24.4,0.1084955961532989,36.96,0.464,6.538,58.7,21.4,7.73,8.488,13.1952,40,3.9175,1,0,0,1
35.2,0.2003906562548323,36.96,0.464,7.691,51.8,21.4,6.58,6.004,10.2816,39,4.3675,1,0,0,1
32.4,0.054904765169286,36.41,0.447,6.758,32.9,22.4,3.53,10.648,12.2592,30,4.08,0,0,0,1
32.0,0.091703684210213,36.41,0.447,6.854,42.8,22.4,2.98,8.84,12.256,23,4.2675,1,0,0,1
33.2,0.0995647526237456,36.41,0.447,7.267,49.0,22.4,6.05,8.564,11.2656,35,4.7875,0,1,0,0
33.1,0.0594663041666664,36.41,0.447,6.826,27.6,22.4,4.16,6.262,11.2648,21,4.8625,0,0,0,1
29.1,0.0767573166820071,36.41,0.447,6.482,32.1,22.4,7.19,6.282,10.2328,38,4.1375,1,0,0,1
35.1,0.1909343598921772,33.33,0.4429,6.812,32.2,25.1,4.85,9.602,12.2808,26,4.1,0,1,0,0
45.4,0.0351547660743753,33.33,0.4429,7.82,64.5,25.1,3.76,7.108,10.3632,50,4.695,0,0,0,0
35.4,0.0363801440927505,33.33,0.4429,6.968,37.2,25.1,4.59,8.508,14.2832,48,5.245,1,0,0,0
46.0,0.059485149334766,33.33,0.4429,7.645,49.7,25.1,3.01,8.72,12.368,25,5.21,1,1,0,0
50.0,0.0148984646619666,31.21,0.401,7.923,24.8,26.4,3.16,8.7,13.4,20,5.885,1,1,0,0
32.2,0.0090192044201599,32.97,0.4,7.088,20.8,24.7,7.85,7.844,12.2576,30,7.307500000000001,1,0,1,0
22.0,0.0109003744682883,32.25,0.389,6.453,31.9,24.7,8.23,10.44,14.176,55,7.3075,1,0,0,0
20.1,0.019459431156219,31.76,0.385,6.23,31.5,21.8,12.93,8.302,10.1608,39,9.0875,1,0,0,0
23.2,0.0379795586241743,35.32,0.405,6.209,31.3,23.4,7.14,9.964,14.1856,60,7.32,1,1,0,0
22.3,0.0448777587780855,35.32,0.405,6.315,45.6,23.4,7.6,5.846,12.1784,22,7.3175,0,0,0,1
24.8,0.0420724124218414,35.32,0.405,6.565,22.9,23.4,9.51,9.096,14.1984,60,7.3175,0,0,0,0
28.5,0.0344207502021303,34.95,0.411,6.861,27.9,20.8,3.33,8.07,11.228,53,5.1175,1,0,0,1
37.3,0.0759049280894641,34.95,0.411,7.148,27.7,20.8,3.56,8.146,10.2984,37,5.1175,1,0,0,0
27.9,0.0355119210013594,34.95,0.411,6.63,23.4,20.8,4.7,8.458,12.2232,37,5.1175,0,0,0,1
23.9,0.0794117394241617,43.92,0.437,6.127,18.4,24.0,8.58,7.278,14.1912,46,5.505,1,0,0,1
21.7,0.0788019382374034,43.92,0.437,6.009,42.3,24.0,10.4,8.834,11.1736,23,5.5025,0,1,0,0
28.6,0.1216156816765596,43.92,0.437,6.678,31.1,24.0,6.27,6.972,10.2288,44,5.96,1,0,0,1
27.1,0.0523267601777674,43.92,0.437,6.549,51.0,24.0,7.39,10.442,10.2168,26,5.9625,0,0,0,0
20.3,0.1319313632599701,43.92,0.437,5.79,58.0,24.0,15.84,7.606,11.1624,42,6.32,1,0,0,0
22.5,0.0626554993643422,32.24,0.4,6.345,20.1,25.2,4.97,9.45,13.18,48,7.8275,0,1,0,0
29.0,0.0541187988874959,32.24,0.4,7.041,10.0,25.2,4.74,7.98,11.232,36,7.829999999999999,1,1,0,0
24.8,0.043222311453269,32.24,0.4,6.871,47.4,25.2,6.07,9.096,11.1984,29,7.827500000000001,1,0,0,1
22.0,0.0347588507564547,36.09,0.433,6.59,40.4,23.9,9.5,9.94,12.176,21,5.494999999999999,1,0,0,1
26.4,0.0886150903536462,36.09,0.433,6.495,18.4,23.9,8.67,7.928,11.2112,42,5.49,1,0,1,0
33.1,0.0953101798043249,36.09,0.433,6.982,17.7,23.9,4.86,8.262,14.2648,34,5.4925,0,0,0,0
36.1,0.0536829369161848,32.18,0.472,7.236,41.1,21.6,6.93,6.922,10.2888,55,4.0225,0,0,0,1
28.4,0.0533416949818232,32.18,0.472,6.616,58.1,21.6,8.93,6.568,15.2272,22,3.37,0,0,0,0
33.4,0.0723485681669778,32.18,0.472,7.42,71.9,21.6,6.47,10.668,12.2672,23,3.1,1,0,0,1
28.2,0.0481423353260141,32.18,0.472,6.849,70.3,21.6,7.53,10.464,12.2256,46,3.1825,1,0,1,0
22.8,0.4007741226200408,39.9,0.544,6.635,82.5,21.6,4.54,7.156,11.1824,31,3.3175,0,0,0,1
20.3,0.2996600492111879,39.9,0.544,5.972,76.7,21.6,9.97,10.106,11.1624,51,3.1025,1,0,0,0
16.1,1.290741151786282,39.9,0.544,4.973,37.8,21.6,12.64,7.322,11.1288,27,2.5175,0,0,0,1
22.1,0.582444643903983,39.9,0.544,6.122,52.8,21.6,5.98,8.242,15.1768,46,2.6375,1,0,0,1
19.4,0.2324520921057716,39.9,0.544,6.023,90.4,21.6,11.72,6.288,13.1552,26,2.8325,1,0,0,0
21.6,0.2385285922910862,39.9,0.544,6.266,82.8,21.6,7.9,8.832,14.1728,33,3.2625,1,0,0,0
23.8,0.3142266276738932,39.9,0.544,6.567,87.3,21.6,9.28,9.576,13.1904,56,3.605,1,1,0,0
16.2,0.225987503445941,39.9,0.544,5.705,77.7,21.6,11.5,6.724,12.1296,58,3.945,0,0,0,1
17.8,0.2763202709424078,39.9,0.544,5.914,83.2,21.6,18.33,7.256,12.1424,43,3.9975,0,0,0,1
19.8,0.2193122211331677,39.9,0.544,5.782,71.7,21.6,15.94,9.796,12.1584,50,4.035,0,0,0,1
23.1,0.3379140538458848,39.9,0.544,6.382,67.2,21.6,10.36,5.562,10.1848,53,3.5325,0,0,0,0
21.0,0.3889765831033406,39.9,0.544,6.113,58.8,21.6,12.73,10.32,12.168,36,4.0025,0,0,1,0
23.8,0.1549503599978226,37.38,0.493,6.426,52.3,20.4,7.2,6.776,13.1904,48,4.5425,1,0,0,1
23.1,0.1668609890983405,37.38,0.493,6.376,54.3,20.4,6.87,7.762,14.1848,40,4.54,1,1,0,0
20.4,0.3009486805521662,37.38,0.493,6.041,49.9,20.4,7.7,8.908,13.1632,40,4.7225,0,0,0,0
18.5,0.2499178980307636,37.38,0.493,5.708,74.3,20.4,11.74,6.57,15.148,25,4.72,1,0,0,0
25.0,0.2934827161414511,37.38,0.493,6.415,40.1,20.4,6.12,8.6,15.2,52,4.72,0,0,0,1
24.6,0.1755151120809764,37.38,0.493,6.431,14.7,20.4,5.08,7.992,15.1968,45,5.4175,0,0,0,0
23.0,0.2650299391668472,37.38,0.493,6.312,28.9,20.4,6.15,7.06,12.184,36,5.4175,1,0,0,1
22.2,0.2159416799834654,37.38,0.493,6.083,43.7,20.4,12.79,9.044,15.1776,27,5.415,0,0,0,0
19.3,0.0640727877005889,33.24,0.46,5.868,25.8,23.1,9.97,9.986,10.1544,35,5.217499999999999,1,1,0,0
22.6,0.0650758767361876,33.24,0.46,6.333,17.2,23.1,7.34,5.552,14.1808,53,5.215,0,0,0,0
19.8,0.0444378494305682,33.24,0.46,6.144,32.2,23.1,9.09,9.396,11.1584,26,5.875,0,0,0,1
17.1,0.0490091878010527,36.06,0.4379,5.706,28.4,23.1,12.43,6.742,14.1368,21,6.640000000000001,0,1,0,0
19.4,0.0340728703331353,36.06,0.4379,6.031,23.3,23.1,7.83,7.488,14.1552,22,6.640000000000001,1,0,0,0
22.2,0.0495803280981504,35.19,0.515,6.316,38.1,19.8,5.68,9.144,11.1776,34,6.4575000000000005,0,0,0,0
20.7,0.0366983037826736,35.19,0.515,6.31,38.5,19.8,6.75,7.514,15.1656,53,6.46,1,0,1,0
21.1,0.0388456428231981,35.19,0.515,6.037,34.5,19.8,8.01,8.922,14.1688,57,5.985,1,0,0,0
19.5,0.0336958638567255,35.19,0.515,5.869,46.3,19.8,9.8,10.09,15.156,53,5.23,0,0,0,1
18.5,0.0299567812898033,35.19,0.515,5.895,59.6,19.8,10.56,8.27,12.148,21,5.615,1,0,0,1
20.6,0.0325252717033969,35.19,0.515,6.059,37.3,19.8,8.51,8.112,14.1648,26,4.8125,1,0,0,1
19.0,0.0535123305047611,35.19,0.515,5.985,45.4,19.8,9.74,6.38,11.152,28,4.8125,0,1,0,0
18.7,0.0596924227479821,35.19,0.515,5.968,58.5,19.8,9.29,6.474,13.1496,20,4.8125,1,0,0,0
32.7,0.0129260968861336,31.52,0.442,7.241,49.3,24.5,5.49,6.254,13.2616,48,7.0375000000000005,1,0,0,0
16.5,0.0246731002048841,31.89,0.518,6.54,59.7,24.1,8.65,7.33,11.132,40,6.267499999999999,1,0,0,1
23.9,0.0251120368148548,33.78,0.484,6.696,56.4,22.4,7.18,8.978,15.1912,52,5.732500000000001,1,0,1,0
31.2,0.0300344172741209,33.78,0.484,6.874,28.1,22.4,4.61,10.624,11.2496,23,6.465000000000001,0,0,0,1
17.5,0.0306552882596169,34.39,0.442,6.014,48.5,21.2,10.53,7.15,13.14,26,8.0125,1,1,0,0
17.2,0.0597960433459657,34.39,0.442,5.898,52.3,21.2,12.67,6.044,13.1376,46,8.015,0,0,0,1
23.1,0.0185273046138835,34.15,0.429,6.516,27.7,22.1,6.36,8.162,12.1848,47,8.537499999999998,1,1,0,0
24.5,0.0148984646619666,32.01,0.435,6.635,29.7,23.0,5.99,6.29,13.196,45,8.3425,1,0,0,0
26.6,0.0285777386317073,31.25,0.429,6.939,34.5,20.3,5.89,5.632,11.2128,30,8.795,1,0,0,0
22.9,0.0602574956103261,31.25,0.429,6.49,44.4,20.3,5.98,7.258,15.1832,55,8.7925,0,0,0,1
24.1,0.0764979709727249,31.69,0.411,6.579,35.9,21.7,5.49,5.582,10.1928,45,10.7125,1,0,0,1
18.6,0.0699364261991639,31.69,0.411,5.884,18.5,21.7,7.79,7.372,11.1488,50,10.7125,1,0,0,1
30.1,0.0169456087261417,32.02,0.41,6.728,36.1,23.0,4.5,6.102,12.2408,40,12.1275,1,1,0,0
18.2,0.0421107637003819,31.91,0.413,5.663,21.9,18.0,8.05,8.764,12.1456,34,10.585,0,0,0,0
20.6,0.101283214752084,31.91,0.413,5.936,19.5,18.0,5.57,9.312,13.1648,53,10.585,0,0,0,1
17.8,2.3008796395346813,48.1,0.77,6.212,97.4,19.8,17.6,5.956,14.1424,39,2.1225,0,0,0,0
21.7,1.578916847366148,48.1,0.77,6.395,91.0,19.8,13.27,7.034,13.1736,56,2.505,0,1,0,0
22.7,1.8248347351792475,48.1,0.77,6.127,83.4,19.8,11.48,6.354,15.1816,42,2.7225,0,0,1,0
22.6,1.6603800451716153,48.1,0.77,6.112,81.3,19.8,12.67,7.9990000000000006,14.1808,26,2.5075000000000003,0,1,0,0
25.0,1.7123410111146564,48.1,0.77,6.398,88.0,19.8,7.79,8.8,10.2,37,2.5175,0,0,0,0
19.9,1.5762616149393935,48.1,0.77,6.251,91.1,19.8,14.19,8.898,13.1592,56,2.295,1,0,0,1
20.8,1.5429176957008952,48.1,0.77,5.362,96.2,19.8,10.19,8.016,14.1664,52,2.105,0,1,0,0
16.8,1.6529551515173315,48.1,0.77,5.803,89.0,19.8,14.64,9.736,15.1344,57,1.905,1,0,1,0
21.9,1.4983454449272653,48.1,0.718,8.78,82.9,19.8,5.29,8.038,12.1752,26,1.905,0,0,0,1
27.5,1.7148550264902072,48.1,0.718,3.561,87.9,19.8,7.12,8.05,12.22,51,1.6124999999999998,1,0,0,1
21.9,1.5469133618955864,48.1,0.718,4.963,91.4,19.8,14.0,10.238,14.1752,58,1.75,0,1,0,0
23.1,2.675678513070904,48.1,0.631,3.863,100.0,19.8,13.33,9.962,11.1848,24,1.5075,0,1,0,0
50.0,1.7746506104773532,48.1,0.631,4.97,100.0,19.8,3.26,9.7,13.4,41,1.3325,0,0,0,1
50.0,1.8976168614222872,48.1,0.631,6.683,96.8,19.8,3.73,6.7,15.4,58,1.355,1,0,0,1
50.0,2.020057712262034,48.1,0.631,7.016,97.5,19.8,2.96,10.1,12.4,46,1.2,1,0,0,0
50.0,2.3255493836278043,48.1,0.631,6.216,100.0,19.8,9.53,9.8,13.4,25,1.1700000000000002,1,0,0,0
50.0,2.226486679687524,48.1,0.668,5.875,89.6,19.8,8.88,10.8,12.4,57,1.1275,1,0,0,0
13.8,2.493874650127679,48.1,0.668,4.906,100.0,19.8,34.77,6.876,13.1104,56,1.175,1,0,0,0
13.8,2.970322153616776,48.1,0.668,4.138,100.0,19.8,37.97,7.076,13.1104,35,1.1375,0,1,0,0
15.0,3.0257327258266167,48.1,0.671,7.313,97.9,19.8,13.44,8.9,15.12,45,1.3175,0,0,0,0
13.9,2.790428640368112,48.1,0.671,6.649,93.3,19.8,23.24,9.478,15.1112,26,1.345,1,0,0,0
13.3,2.381718772241792,48.1,0.671,6.794,98.8,19.8,21.24,6.066,14.1064,22,1.3575,1,0,0,0
13.1,3.204703875510067,48.1,0.671,6.38,96.2,19.8,23.69,9.262,14.1048,54,1.3850000000000002,1,1,0,0
10.2,2.937398463323919,48.1,0.671,6.223,100.0,19.8,21.78,7.904,11.0816,46,1.3875,0,0,1,0
10.4,4.499545190914224,48.1,0.671,6.968,91.9,19.8,17.21,9.408,14.0832,21,1.4175,1,0,0,0
10.9,2.825797680570924,48.1,0.671,6.545,99.1,19.8,21.08,8.618,10.0872,60,1.5175,0,0,1,0
11.3,2.321114360892544,48.1,0.7,5.536,100.0,19.8,23.6,8.226,11.0904,46,1.5775,1,0,0,1
12.3,2.19638867250955,48.1,0.7,5.52,100.0,19.8,24.56,6.746,15.0984,41,1.535,0,1,0,0
8.8,3.04855714447919,48.1,0.7,4.368,91.2,19.8,30.63,5.676,14.0704,25,1.44,0,0,0,1
7.2,2.879861159011059,48.1,0.7,5.277,98.1,19.8,30.81,10.144,13.0576,36,1.4275000000000002,0,0,1,0
10.5,3.234505049740393,48.1,0.7,4.652,100.0,19.8,28.28,7.71,15.084,34,1.4675,1,0,0,1
7.4,3.1611238231251,48.1,0.7,5.0,89.5,19.8,31.99,8.348,15.0592,54,1.52,0,0,1,0
10.2,2.730053020578551,48.1,0.7,4.88,100.0,19.8,30.62,6.104,10.0816,25,1.59,0,1,0,0
11.5,2.213944025142987,48.1,0.7,5.39,98.9,19.8,20.85,6.03,12.092,51,1.73,0,0,1,0
15.1,2.0746990638882306,48.1,0.7,5.713,97.0,19.8,17.11,9.702,11.1208,20,1.9250000000000005,1,0,0,1
23.2,1.83944584984932,48.1,0.7,6.051,82.5,19.8,18.76,9.664,10.1856,53,2.17,1,0,0,1
9.7,2.531941305700138,48.1,0.7,5.036,97.0,19.8,25.68,5.494,14.0776,51,1.77,0,0,0,0
13.8,2.266414762688843,48.1,0.693,6.193,92.6,19.8,15.17,9.076,14.1104,55,1.7925,0,0,0,1
12.7,2.6644326359464867,48.1,0.693,5.887,94.7,19.8,16.35,6.754,15.1016,40,1.7825,0,0,0,0
13.1,2.273851200420946,48.1,0.693,6.471,98.8,19.8,17.12,5.762,15.1048,29,1.725,0,0,1,0
12.5,1.9274624605576969,48.1,0.693,6.405,96.0,19.8,19.37,5.45,11.1,24,1.675,1,0,0,1
8.5,2.160101750967694,48.1,0.693,5.747,98.9,19.8,19.92,9.27,14.068,22,1.6349999999999998,0,0,0,0
5.0,3.672541717146316,48.1,0.693,5.453,100.0,19.8,30.59,9.3,13.04,26,1.49,0,1,0,0
6.3,2.390279986333144,48.1,0.693,5.852,77.8,19.8,29.97,6.726,14.0504,42,1.5,0,0,0,1
5.6,3.2598680448992714,48.1,0.693,5.987,100.0,19.8,26.77,9.212,11.0448,30,1.59,1,1,0,0
7.2,2.723674175335137,48.1,0.693,6.343,100.0,19.8,20.32,7.344,10.0576,50,1.575,1,0,0,0
12.1,2.360449202216868,48.1,0.693,6.404,100.0,19.8,20.31,5.442,14.0968,42,1.6375,0,0,0,1
8.3,3.250440381229692,48.1,0.693,5.349,96.0,19.8,19.77,7.9990000000000006,15.0664,40,1.7025,1,0,0,1
8.5,3.75019089883704,48.1,0.693,5.531,85.4,19.8,27.38,8.47,11.068,56,1.6075,0,0,0,0
5.0,4.232958019253417,48.1,0.693,5.683,100.0,19.8,22.98,7.3,14.04,38,1.425,1,0,0,1
11.9,3.0780585258000213,48.1,0.659,4.138,100.0,19.8,23.34,8.538,14.0952,53,1.1775,1,0,0,1
27.9,2.5611807266231144,48.1,0.659,5.608,100.0,19.8,12.13,6.658,13.2232,26,1.2875,1,0,0,1
17.2,2.1286946938918567,48.1,0.597,5.617,97.9,19.8,26.4,6.444,12.1376,25,1.455,0,0,0,1
27.5,2.736851434907838,48.1,0.597,6.852,100.0,19.8,19.78,7.65,14.22,57,1.465,1,1,0,0
15.0,3.953851852901807,48.1,0.597,5.757,100.0,19.8,10.11,9.6,11.12,52,1.4125,0,0,0,1
17.2,2.71142450174116,48.1,0.597,6.657,100.0,19.8,21.22,9.644,14.1376,44,1.5275,0,0,0,0
17.9,2.986237338992189,48.1,0.597,4.628,100.0,19.8,34.37,8.358,15.1432,40,1.555,0,0,0,0
16.3,3.3896577218278483,48.1,0.597,5.155,100.0,19.8,20.08,6.626,14.1304,58,1.5875,0,0,0,1
7.0,3.844730829794956,48.1,0.693,4.519,100.0,19.8,36.98,6.04,12.056,40,1.6575000000000002,1,0,0,1
7.2,2.9488817271093315,48.1,0.679,6.434,100.0,19.8,29.05,8.644,11.0576,59,1.835,0,0,0,0
7.5,2.4709936445680034,48.1,0.679,6.782,90.8,19.8,25.79,7.9990000000000006,10.06,35,1.82,1,0,0,1
10.4,3.293634442449129,48.1,0.679,5.304,89.1,19.8,26.64,8.608,15.0832,60,1.65,1,0,1,0
8.8,4.3112567387853336,48.1,0.679,5.957,100.0,19.8,20.62,8.476,12.0704,52,1.8,0,0,0,0
8.4,2.550405647020696,48.1,0.718,6.824,76.5,19.8,22.74,5.968,13.0672,26,1.7925,0,0,0,0
16.7,2.492163587735884,48.1,0.718,6.411,100.0,19.8,15.02,6.034,13.1336,48,1.8575,1,0,1,0
14.2,2.0822613123870632,48.1,0.718,6.006,95.3,19.8,15.7,8.284,10.1136,29,1.875,0,0,0,0
20.8,2.56865019322086,48.1,0.614,5.648,87.6,19.8,14.1,8.916,11.1664,36,1.9525,0,0,0,0
13.4,2.085724263982504,48.1,0.614,6.103,85.1,19.8,23.29,8.268,46.19856,29,2.0225,0,1,0,0
11.7,2.2815779805968406,48.1,0.584,5.565,70.6,19.8,17.16,7.834,11.0936,57,2.065,0,0,0,0
8.3,2.8249617460097114,48.1,0.679,5.896,95.4,19.8,24.39,5.566,15.0664,51,1.91,1,1,0,0
10.2,2.583786209346137,48.1,0.584,5.837,59.7,19.8,15.69,9.104,14.0816,33,1.9975,0,0,0,0
10.9,3.654854618977093,48.1,0.679,6.202,78.7,19.8,14.52,7.518,11.0872,42,1.8625,0,1,0,0
11.0,2.1243085441136205,48.1,0.679,6.193,78.1,19.8,21.52,8.52,12.088,45,1.9375,1,0,0,1
9.5,2.335912513221137,48.1,0.679,6.38,95.6,19.8,24.08,8.79,12.076,52,1.9675,1,0,0,0
14.5,2.2504630342235155,48.1,0.584,6.348,86.1,19.8,17.64,9.09,11.116,53,2.055,0,0,0,1
14.1,2.4035429310745737,48.1,0.584,6.833,94.3,19.8,19.69,6.682,14.1128,29,2.0875,1,1,0,0
16.1,2.007415055576361,48.1,0.584,6.425,74.8,19.8,12.03,8.722,10.1288,42,2.2,1,0,0,0
14.3,1.8841973460987684,48.1,0.713,6.436,87.9,19.8,16.22,6.186,10.1144,46,2.3175,0,0,1,0
11.7,2.7022601376565687,48.1,0.713,6.208,95.0,19.8,15.17,7.834,11.0936,37,2.2225,0,0,0,0
13.4,2.498184770733843,48.1,0.74,6.629,94.6,19.8,23.27,10.168,12.1072,46,2.125,0,0,1,0
9.6,2.7357172474638767,48.1,0.74,6.461,93.3,19.8,18.05,6.092,10.0768,57,2.0,1,0,0,1
8.2,2.783602843502881,48.1,0.74,6.152,100.0,19.8,26.45,9.864,11.0656,60,1.9125,0,0,0,0
8.4,2.6863565870169546,48.1,0.74,5.935,87.9,19.8,34.02,9.568,14.0672,57,1.82,1,0,0,0
12.8,2.340904438499074,48.1,0.74,5.627,93.9,19.8,22.88,8.456,15.1024,50,1.8175,1,0,0,0
10.5,3.137713490646716,48.1,0.74,5.818,92.4,19.8,22.11,7.41,12.084,38,1.865,0,0,0,0
17.1,2.372501005014648,48.1,0.74,6.406,97.2,19.8,19.52,9.242,15.1368,58,2.0675,1,0,1,0
14.8,1.8970754838957269,48.1,0.74,6.219,100.0,19.8,16.59,7.096,14.1184,54,2.005,0,0,0,1
15.4,2.394848818884537,48.1,0.74,6.485,100.0,19.8,18.85,6.608,14.1232,21,1.9775,0,0,0,1
10.8,2.62483524494248,48.1,0.74,5.854,96.6,19.8,23.79,5.516,12.0864,34,1.8975,0,0,1,0
11.8,2.457175676049689,48.1,0.74,6.459,94.8,19.8,23.98,5.336,12.0944,28,1.9875,1,0,0,1
14.9,1.9862387647413884,48.1,0.74,6.341,96.4,19.8,17.79,10.198,15.1192,41,2.0700000000000003,0,0,0,0
12.6,2.39104001091028,48.1,0.74,6.251,96.6,19.8,16.44,9.752,11.1008,37,2.1975,1,0,0,0
14.1,2.3349641863179325,48.1,0.713,6.185,98.7,19.8,18.13,9.082,13.1128,52,2.26,1,0,0,0
13.0,2.143121491225277,48.1,0.713,6.417,98.3,19.8,19.31,8.06,12.104,27,2.185,1,0,0,0
13.4,2.0435189836286223,48.1,0.713,6.749,92.6,19.8,17.44,9.068,13.1072,59,2.32,1,1,0,0
15.2,1.862705543083853,48.1,0.713,6.655,98.2,19.8,17.73,8.104,11.1216,41,2.355,1,0,0,0
16.1,1.8066759959463212,48.1,0.713,6.297,91.8,19.8,17.27,6.722,15.1288,21,2.3675,0,0,0,0
17.8,2.224417043716578,48.1,0.713,7.393,99.3,19.8,16.74,5.956,11.1424,42,2.4525,1,0,0,1
14.4,2.35267251060436,48.1,0.713,6.728,94.1,19.8,18.71,5.888,14.1152,34,2.4975,0,0,0,1
14.1,1.749611943801969,48.1,0.713,6.525,86.5,19.8,18.13,7.782,14.1128,36,2.435,0,0,0,1
